68,70,2.02675e-05,1.15082e-08,1.08484,2
16,20,0.189711,0.000163012,0.947481,2
44,48,0.000902481,1.03759e-06,0.907576,2
48,52,0.000507755,3.505e-08,0.909513,3
24,28,0.0281731,2.43733e-06,1.05432,3
64,68,5.99538e-05,5.41397e-09,1.00313,3
20,24,0.0685832,2.64096e-06,1.0453,5
56,60,0.000170041,5.91591e-09,1.05549,6
52,56,0.000291436,1.04534e-08,0.963705,6
60,64,0.000100488,3.7619e-09,1.08216,6
12,16,0.644845,2.29319e-05,1.05275,6
36,40,0.0031144,1.13342e-07,0.997479,8
40,44,0.00165027,5.74827e-08,0.980326,8
28,32,0.0126929,4.64382e-07,1.02296,13
32,36,0.00612426,2.20515e-07,0.996425,18
