44,48,0.000905992,2.73794e-08,1.02018,2
60,64,0.000100733,3.09317e-09,1.08522,4
28,32,0.0127392,3.36743e-07,0.920043,4
68,70,2.03216e-05,1.1773e-09,0.945819,4
48,52,0.000509154,1.54591e-08,0.961649,3
52,56,0.000292153,8.90376e-09,0.957882,12
12,16,0.650724,1.29587e-05,1.07584,15
56,60,0.000170451,5.18863e-09,1.01808,4
16,20,0.191604,4.20804e-06,0.921205,6
20,24,0.0689422,1.63069e-06,0.960874,23
64,68,6.00988e-05,1.87136e-09,0.976427,20
32,36,0.00614457,1.67599e-07,1.05607,20
24,28,0.0282929,7.23436e-07,1.03397,6
36,40,0.00312382,8.92573e-08,0.958969,36
40,44,0.00165504,4.84548e-08,1.02063,12
