60,64,0.229831,3.46616e-05,1.01101,1
68,70,0.0784253,2.53003e-05,0.912479,1
12,16,38.5166,0.00181803,1.07228,3
28,32,2.8835,0.00024112,0.960701,5
36,40,1.27655,0.000127829,1.06867,8
64,68,0.18407,2.83795e-05,1.023,3
32,36,1.87466,0.000170499,0.991996,3
44,48,0.656792,7.67529e-05,1.09632,9
40,44,0.901739,0.000101297,1.04377,1
52,56,0.374336,4.92894e-05,1.01766,12
48,52,0.490598,6.15679e-05,0.986487,7
16,20,16.4387,0.000931526,1.09658,15
20,24,8.31704,0.000554745,1.06447,29
56,60,0.291004,4.04603e-05,0.98264,20
24,28,4.70695,0.000351589,1.04221,16
