28,32,2.51762,0.000210103,1.09417,2
68,70,0.0672469,2.1705e-05,1.00771,5
60,64,0.197502,2.95096e-05,0.952974,5
44,48,0.568349,6.63904e-05,1.02585,7
36,40,1.10911,0.00011356,1.06556,8
20,24,7.30645,0.000482929,0.917189,9
32,36,1.63284,0.000153688,1.0927,11
48,52,0.423729,5.38596e-05,0.94288,8
24,28,4.12102,0.000310196,0.923024,7
64,68,0.157944,2.51537e-05,0.988635,14
52,56,0.322863,4.35134e-05,1.08368,20
12,16,34.1066,0.00165588,0.903721,20
40,44,0.782004,8.83276e-05,0.99677,17
16,20,14.4896,0.000840816,0.988544,10
56,60,0.250482,3.54407e-05,0.916895,15
